scheduled,actual,carrier,flight,tailnum,origin,dest,air_time,distance
"04/12/2023, 22:05","04/12/2023, 22:08",WN,1066,N7727A,ATL,GSP,29,153
"04/21/2023, 07:15","04/21/2023, 07:14",DL,1027,N883DN,ATL,CMH,63,447
"05/11/2023, 19:40","05/11/2023, 20:07",WN,88,N496WN,ATL,MEM,59,332
"10/10/2023, 22:40","10/10/2023, 22:32",DL,1095,N993AT,ATL,ILM,57,377
"06/26/2023, 19:30","06/26/2023, 20:33",DL,1223,N970AT,ATL,OKC,109,761
"10/03/2023, 22:59","10/03/2023, 22:56",DL,1140,N879DN,ATL,STL,74,484
"03/17/2023, 16:18","03/17/2023, 20:27",DL,701,N365NB,ATL,DSM,105,743
"03/22/2023, 12:45","03/22/2023, 12:40",9E,1319,N833AY,ATL,CSG,20,83
"06/08/2023, 09:50","06/08/2023, 09:50",WN,17,N8837Q,ATL,MDW,94,591
"04/06/2023, 08:10","04/06/2023, 08:05",DL,701,N819DX,ATL,PIT,70,526
"04/16/2023, 08:36","04/16/2023, 08:37",DL,980,N695DL,ATL,BWI,75,577
"07/25/2023, 19:54","07/25/2023, 19:54",DL,535,N671DN,ATL,TPA,62,406
"04/14/2023, 10:30","04/14/2023, 10:29",DL,528,N351NB,ATL,EYW,104,646
"11/03/2023, 07:15","11/03/2023, 07:14",DL,892,N904DN,ATL,EWR,97,746
"03/23/2023, 11:27","03/23/2023, 11:32",NK,616,N607NK,ATL,DTW,88,594
"10/04/2023, 15:15","10/04/2023, 15:11",DL,1103,N6705Y,ATL,BWI,84,577
"06/23/2023, 15:15","06/23/2023, 15:13",DL,447,N925DZ,ATL,BNA,38,214
"04/23/2023, 16:40","04/23/2023, 18:58",NK,7,N919NK,ATL,EWR,106,746
"04/30/2023, 20:55","04/30/2023, 21:20",WN,131,N8855Q,ATL,DAL,108,721
"05/26/2023, 11:43","05/26/2023, 11:39",DL,944,N869DN,ATL,BWI,80,577
"01/16/2023, 21:06","01/16/2023, 20:59",OO,1502,N625CA,ATL,MLI,94,633
"09/23/2023, 15:25","09/23/2023, 16:05",9E,1586,N301PQ,ATL,MLI,90,633
"12/18/2023, 23:25","12/18/2023, 23:23",DL,387,N546US,ATL,MCO,61,404
"01/15/2023, 18:30","01/15/2023, 18:27",DL,1342,N940AT,ATL,CLT,48,226
"11/06/2023, 22:25","11/06/2023, 22:27",DL,292,N119DN,ATL,BOS,123,946
"10/11/2023, 16:51","10/11/2023, 16:44",DL,919,N862DN,ATL,RDU,61,356
"11/02/2023, 08:10","11/02/2023, 08:10",DL,844,N351DN,ATL,MKE,99,669
"06/06/2023, 16:29","06/06/2023, 16:21",DL,1252,N895AT,ATL,TLH,38,223
"01/07/2023, 18:13","01/07/2023, 18:10",DL,914,N950AT,ATL,VPS,40,250
"12/21/2023, 09:10","12/21/2023, 09:06",DL,799,N993AT,ATL,SDF,57,321
"09/02/2023, 08:10","09/02/2023, 08:05",DL,1041,N959AT,ATL,TUL,93,674
"10/05/2023, 14:35","10/05/2023, 14:32",DL,277,N900PC,ATL,RIC,67,481
"07/24/2023, 11:04","07/24/2023, 11:11",DL,759,N342NW,ATL,BUF,90,712
"12/07/2023, 20:41","12/07/2023, 20:34",DL,1100,N314DN,ATL,MKE,91,669
"04/06/2023, 09:00","04/06/2023, 08:55",DL,638,N953AT,ATL,GPT,58,352
"07/28/2023, 17:17","07/28/2023, 17:48",DL,690,N535US,ATL,BWI,82,577
"06/27/2023, 16:43","06/27/2023, 17:16",AA,387,N934AA,ATL,DFW,108,731
"06/15/2023, 18:32","06/15/2023, 19:11",DL,646,N935DZ,ATL,PNS,61,271
"09/22/2023, 20:20","09/22/2023, 20:22",DL,188,N923AT,ATL,OMA,111,821
"10/22/2023, 21:58","10/22/2023, 21:55",9E,1591,N905XJ,ATL,SHV,81,551
"06/06/2023, 06:00","06/06/2023, 06:01",WN,1443,N8618N,ATL,LGA,110,762
"11/09/2023, 16:30","11/09/2023, 16:35",DL,504,N668DN,ATL,FLL,84,581
"05/20/2023, 10:40","05/20/2023, 10:37",WN,637,N8780Q,ATL,LIT,77,453
"08/09/2023, 15:45","08/09/2023, 15:43",DL,588,N380DN,ATL,SAT,115,874
"07/10/2023, 19:54","07/10/2023, 19:56",9E,1418,N307PQ,ATL,AEX,72,500
"05/16/2023, 14:46","05/16/2023, 14:43",DL,834,N381DN,ATL,CVG,68,373
"02/10/2023, 08:15","02/10/2023, 08:12",DL,197,N326US,ATL,LGA,95,762
"01/28/2023, 09:51","01/28/2023, 10:30",DL,166,N6715C,ATL,LAX,267,1947
"06/03/2023, 09:38","06/03/2023, 09:37",DL,1068,N954DZ,ATL,BHM,31,134
"02/08/2023, 08:25","02/08/2023, 08:20",9E,1032,N299PQ,ATL,TYS,32,152
"07/09/2023, 21:56","07/09/2023, 23:03",DL,1185,N3765,ATL,ICT,118,782
"10/12/2023, 22:34","10/12/2023, 22:34",DL,693,N944AT,ATL,OMA,118,821
"09/08/2023, 15:00","09/08/2023, 15:15",WN,1348,N8667D,ATL,DEN,165,1199
"06/24/2023, 16:34","06/24/2023, 16:30",DL,1252,N967AT,ATL,TLH,36,223
"05/06/2023, 17:20","05/06/2023, 17:26",WN,762,N8328A,ATL,STL,77,484
"08/30/2023, 12:25","08/30/2023, 12:24",DL,441,N682DA,ATL,RIC,74,481
"06/21/2023, 09:15","06/21/2023, 09:12",NK,424,N696NK,ATL,MSP,127,907
"03/30/2023, 14:45","03/30/2023, 14:45",DL,720,N6712B,ATL,PHL,90,666
"07/14/2023, 15:38","07/14/2023, 15:40",DL,407,N386DA,ATL,BNA,38,214
"03/11/2023, 20:15","03/11/2023, 20:31",DL,771,N3747D,ATL,CVG,116,373
"11/26/2023, 17:44","11/26/2023, 17:52",F9,1460,N360FR,ATL,SAN,289,1892
"09/06/2023, 18:55","09/06/2023, 18:53",DL,244,N360DN,ATL,PHX,214,1587
"04/26/2023, 11:09","04/26/2023, 11:11",UA,31,N421UA,ATL,EWR,102,746
"12/22/2023, 18:59","12/22/2023, 19:37",DL,812,N553NW,ATL,PHL,88,666
"06/01/2023, 13:47","06/01/2023, 13:45",DL,732,N362DN,ATL,GRR,84,640
"06/05/2023, 18:26","06/05/2023, 18:25",YX,1488,N102HQ,ATL,ORD,99,606
"12/22/2023, 08:45","12/22/2023, 08:46",NK,411,N923NK,ATL,MCO,64,404
"05/07/2023, 18:13","05/07/2023, 18:12",DL,106,N126DN,ATL,DEN,174,1199
"08/04/2023, 20:55","08/04/2023, 21:46",NK,494,N615NK,ATL,DTW,84,594
"01/22/2023, 12:56","01/22/2023, 13:08",F9,614,N317FR,ATL,MDW,82,591
"05/13/2023, 17:03","05/13/2023, 16:56",DL,978,N125DN,ATL,CLE,80,554
"11/25/2023, 14:30","11/25/2023, 14:27",DL,347,N346DN,ATL,PHX,255,1587
"12/17/2023, 22:25","12/17/2023, 22:22",DL,1098,N808DN,ATL,CMH,65,447
"12/06/2023, 22:00","12/06/2023, 21:55",DL,855,N384DN,ATL,ORF,72,516
"08/18/2023, 18:31","08/18/2023, 18:26",DL,831,N342NB,ATL,CHA,22,106
"11/10/2023, 08:00","11/10/2023, 08:04",AA,378,N914NN,ATL,MIA,84,594
"07/09/2023, 08:29","07/09/2023, 08:51",DL,755,N688DL,ATL,JFK,103,760
"09/29/2023, 08:10","09/29/2023, 08:08",DL,1092,N955DZ,ATL,GSO,46,306
"06/18/2023, 23:35","06/18/2023, 23:32",DL,176,N377DA,ATL,BNA,38,214
"04/13/2023, 08:15","04/13/2023, 08:14",DL,861,N360NB,ATL,EYW,105,646
"01/19/2023, 11:10","01/19/2023, 11:00",DL,448,N861DN,ATL,ELP,192,1282
"10/15/2023, 22:54","10/15/2023, 23:10",DL,774,N958DZ,ATL,ECP,45,240
"04/17/2023, 15:59","04/17/2023, 15:54",DL,682,N994AT,ATL,ICT,112,782
"09/26/2023, 18:45","09/26/2023, 18:40",DL,600,N938DZ,ATL,BNA,41,214
"10/31/2023, 15:25","10/31/2023, 15:25",DL,792,N939DZ,ATL,SDF,47,321
"09/28/2023, 15:25","09/28/2023, 15:55",DL,1172,N551NW,ATL,PIT,69,526
"08/13/2023, 21:05","08/13/2023, 21:24",DL,961,N932AT,ATL,SGF,100,563
"01/02/2023, 16:13","01/02/2023, 16:09",DL,239,N995AT,ATL,MEM,62,332
"12/03/2023, 10:00","12/03/2023, 09:58",9E,1407,N181GJ,ATL,ILM,55,377
"02/08/2023, 19:29","02/08/2023, 19:28",DL,335,N688DL,ATL,RIC,63,481
"03/06/2023, 16:40","03/06/2023, 16:31",9E,1365,N8946A,ATL,BQK,39,238
"09/29/2023, 10:40","09/29/2023, 10:37",B6,310,N3077J,ATL,BOS,117,946
"01/02/2023, 23:12","01/02/2023, 23:23",DL,428,N820DX,ATL,MSY,73,425
"07/21/2023, 16:46","07/21/2023, 16:46",DL,321,N305DN,ATL,MKE,105,669
"08/03/2023, 14:05","08/03/2023, 14:01",DL,855,N331NB,ATL,DAL,99,721
"12/06/2023, 18:48","12/06/2023, 19:56",DL,598,N894AT,ATL,EWR,104,746
"06/26/2023, 11:02","06/26/2023, 10:58",AA,507,N737US,ATL,DCA,81,547
"02/22/2023, 12:55","02/22/2023, 12:57",DL,244,N303DN,ATL,DFW,114,731
"08/14/2023, 09:10","08/14/2023, 09:06",DL,142,N950AT,ATL,AVL,32,164
"08/04/2023, 08:20","08/04/2023, 08:25",DL,835,N939DZ,ATL,SAV,40,214
"12/10/2023, 13:00","12/10/2023, 13:29",WN,459,N951WN,ATL,CMH,56,447
"09/07/2023, 14:50","09/07/2023, 14:47",DL,905,N342DN,ATL,SAT,113,874
"07/04/2023, 10:15","07/04/2023, 10:14",DL,96,N674DL,ATL,BZN,210,1640
"01/18/2023, 09:40","01/18/2023, 09:38",DL,53,N378NW,ATL,DCA,73,547
"05/30/2023, 18:16","05/30/2023, 18:10",UA,394,N827UA,ATL,DEN,202,1199
"08/25/2023, 18:35","08/25/2023, 18:48",DL,114,N343NW,ATL,DCA,96,547
"04/26/2023, 22:06","04/26/2023, 22:00",DL,679,N347NW,ATL,SYR,101,794
"05/15/2023, 19:00","05/15/2023, 19:05",DL,283,N371DN,ATL,LGA,103,762
"09/21/2023, 20:51","09/21/2023, 20:49",OO,1463,N804SK,ATL,CSG,17,83
"10/19/2023, 08:25","10/19/2023, 08:26",DL,948,N952AT,ATL,TLH,40,223
"10/02/2023, 18:19","10/02/2023, 18:13",DL,578,N319DN,ATL,DTW,85,594
"02/22/2023, 09:02","02/22/2023, 08:58",9E,1086,N326PQ,ATL,ILM,56,377
"07/03/2023, 22:35","07/03/2023, 22:27",DL,804,N3758Y,ATL,CAE,37,192
"03/01/2023, 20:40","03/01/2023, 20:39",DL,399,N660DL,ATL,MCO,55,404
"09/08/2023, 05:02","09/08/2023, 04:53",AA,471,N123UW,ATL,CLT,42,226
"02/28/2023, 10:10","02/28/2023, 10:31",DL,814,N877DN,ATL,BDL,104,859
"05/07/2023, 17:55","05/07/2023, 17:48",OO,1158,N809SK,ATL,AGS,31,143
"12/31/2023, 09:21","12/31/2023, 09:18",DL,604,N676DL,ATL,FLL,84,581
"06/14/2023, 15:38","06/14/2023, 17:25",DL,1039,N307DX,ATL,MSY,75,425
"08/10/2023, 22:30","08/10/2023, 22:31",DL,232,N843DN,ATL,SFO,266,2139
"08/14/2023, 16:33","08/14/2023, 16:32",DL,887,N3767,ATL,EWR,103,746
"05/15/2023, 11:00","05/15/2023, 10:55",OO,1135,N549CA,ATL,OAJ,64,399
"05/08/2023, 17:49","05/08/2023, 19:04",UA,329,N457UA,ATL,ORD,96,606
"05/16/2023, 15:35","05/16/2023, 15:43",B6,370,N329JB,ATL,BOS,124,946
"10/09/2023, 18:40","10/09/2023, 18:40",DL,1209,N669DN,ATL,MCO,61,404
"11/08/2023, 15:15","11/08/2023, 15:03",F9,987,N705FR,ATL,PHL,96,666
"04/29/2023, 13:10","04/29/2023, 13:08",DL,964,N896DN,ATL,ECP,47,240
"12/19/2023, 15:26","12/19/2023, 15:21",DL,444,N892AT,ATL,MDW,94,591
"12/27/2023, 23:25","12/28/2023, 00:11",DL,387,N542US,ATL,MCO,57,404
"10/03/2023, 13:51","10/03/2023, 13:48",DL,902,N3746H,ATL,CMH,68,447
"08/15/2023, 15:37","08/15/2023, 15:45",DL,903,N993AT,ATL,CAE,41,192
"05/14/2023, 13:25","05/14/2023, 13:24",DL,115,N356DN,ATL,DEN,159,1199
"09/04/2023, 07:15","09/04/2023, 07:19",DL,907,N398DA,ATL,EWR,101,746
"02/13/2023, 19:20","02/13/2023, 19:18",DL,808,N3732J,ATL,EWR,105,746
"03/31/2023, 18:10","03/31/2023, 18:34",DL,816,N6710E,ATL,JAX,41,270
"10/23/2023, 18:07","10/23/2023, 18:03",DL,1175,N955DZ,ATL,VPS,41,250
"07/01/2023, 22:59","07/02/2023, 00:21",DL,1190,N301DV,ATL,MKE,91,669
"02/02/2023, 09:19","02/02/2023, 10:17",OO,968,N825SK,ATL,ABE,86,692
"06/24/2023, 14:59","06/24/2023, 15:01",DL,254,N314DN,ATL,PHL,94,666
"11/23/2023, 17:40","11/23/2023, 17:33",DL,416,N6704Z,ATL,RSW,73,515
"09/27/2023, 23:01","09/27/2023, 22:47",DL,876,N3763D,ATL,CAE,32,192
"04/13/2023, 09:30","04/13/2023, 09:28",DL,550,N670DN,ATL,MCO,61,404
"06/21/2023, 15:45","06/21/2023, 15:54",DL,900,N958DZ,ATL,ECP,54,240
"06/01/2023, 12:41","06/01/2023, 12:39",DL,946,N674DL,ATL,PHL,88,666
"10/07/2023, 17:55","10/07/2023, 17:56",DL,643,N671DN,ATL,TPA,59,406
"11/14/2023, 13:54","11/14/2023, 13:49",F9,541,N376FR,ATL,FLL,84,581
"06/25/2023, 23:35","06/26/2023, 00:37",DL,176,N390DA,ATL,BNA,37,214
"06/02/2023, 23:05","06/02/2023, 23:02",DL,842,N856DN,ATL,LIT,64,453
"06/11/2023, 17:27","06/11/2023, 18:36",DL,207,N303DN,ATL,IAH,97,689
"06/11/2023, 17:06","06/11/2023, 17:00",9E,1545,N181GJ,ATL,ILM,58,377
"02/12/2023, 10:39","02/12/2023, 10:36",DL,554,N942AT,ATL,MEM,54,332
"08/11/2023, 17:53","08/11/2023, 17:54",DL,862,N995AT,ATL,SDF,56,321
"12/05/2023, 11:05","12/05/2023, 11:26",DL,98,N370DN,ATL,LAX,251,1947
"04/28/2023, 06:40","04/28/2023, 06:35",B6,54,N307JB,ATL,JFK,129,760
"06/17/2023, 07:15","06/17/2023, 08:48",DL,535,N692DL,ATL,MIA,84,594
"08/23/2023, 13:20","08/23/2023, 13:19",DL,898,N946DZ,ATL,CVG,58,373
"04/26/2023, 15:40","04/26/2023, 18:37",DL,841,N103DY,ATL,MCI,104,692
"02/08/2023, 15:20","02/08/2023, 15:19",DL,72,N101DQ,ATL,LGA,98,762
"10/28/2023, 14:51","10/28/2023, 15:52",B6,233,N985JT,ATL,JFK,106,760
"01/26/2023, 19:50","01/26/2023, 19:42",DL,486,N540US,ATL,JAX,44,270
"10/18/2023, 19:55","10/18/2023, 19:54",DL,871,N6712B,ATL,BWI,79,577
"11/13/2023, 09:00","11/13/2023, 09:00",DL,316,N358DN,ATL,LGA,93,762
"04/18/2023, 19:45","04/18/2023, 20:54",WN,822,N8575Z,ATL,JAN,50,341
"05/08/2023, 10:30","05/08/2023, 11:11",DL,713,N871DN,ATL,SAV,43,214
"12/11/2023, 16:25","12/11/2023, 16:21",DL,700,N959DZ,ATL,ECP,45,240
"02/11/2023, 16:23","02/11/2023, 16:20",OH,1109,N574NN,ATL,CLT,40,226
"01/11/2023, 14:15","01/11/2023, 14:52",DL,1279,N392DA,ATL,ECP,41,240
"01/25/2023, 21:30","01/25/2023, 22:27",DL,92,N301DV,ATL,SLC,219,1590
"10/01/2023, 20:54","10/01/2023, 20:53",DL,1170,N960DZ,ATL,BHM,32,134
"07/25/2023, 20:42","07/25/2023, 20:44",NK,54,N934NK,ATL,LAS,215,1747
"11/09/2023, 15:54","11/09/2023, 15:52",UA,201,N17719,ATL,IAH,114,689
"07/24/2023, 08:15","07/24/2023, 08:08",WN,953,N563WN,ATL,MCI,116,692
"05/16/2023, 16:56","05/16/2023, 16:57",DL,446,N954AT,ATL,LEX,63,304
"08/05/2023, 12:17","08/05/2023, 12:24",UA,79,N37551,ATL,IAH,87,689
"04/16/2023, 18:35","04/16/2023, 18:31",OO,1194,N693CA,ATL,HPN,111,780
"06/15/2023, 10:30","06/15/2023, 10:28",NK,588,N920NK,ATL,BOS,127,946
"06/04/2023, 08:20","06/04/2023, 08:19",DL,1160,N957DZ,ATL,ECP,42,240
"04/09/2023, 13:00","04/09/2023, 12:58",DL,1070,N681DA,ATL,JAX,41,270
"01/31/2023, 07:05","01/31/2023, 07:02",NK,591,N507NK,ATL,ORD,95,606
"02/06/2023, 15:46","02/06/2023, 15:45",OO,944,N609SK,ATL,SGF,90,563
"09/18/2023, 19:35","09/18/2023, 20:10",WN,1518,N7878A,ATL,JAN,51,341
"12/10/2023, 09:15","12/10/2023, 09:13",DL,80,N900PC,ATL,JAX,52,270
"10/12/2023, 14:59","10/12/2023, 14:55",DL,1243,N937DZ,ATL,CHS,45,259
"03/03/2023, 19:30","03/03/2023, 21:33",WN,621,N8324A,ATL,AUS,126,813
"05/24/2023, 07:15","05/24/2023, 07:15",DL,198,N373DX,ATL,DEN,157,1199
"03/19/2023, 20:11","03/19/2023, 20:14",DL,350,N660DL,ATL,ORD,84,606
"11/18/2023, 09:18","11/18/2023, 09:18",DL,896,N936DZ,ATL,BNA,44,214
"07/24/2023, 10:46","07/24/2023, 10:43",DL,819,N3762Y,ATL,EWR,102,746
"05/21/2023, 09:49","05/21/2023, 10:05",DL,768,N951AT,ATL,MDT,97,620
"10/09/2023, 17:35","10/09/2023, 17:31",DL,1023,N960DZ,ATL,BHM,25,134
"12/23/2023, 10:20","12/23/2023, 10:17",DL,1066,N394DX,ATL,ORF,68,516
"04/22/2023, 17:20","04/22/2023, 17:58",WN,740,N8701Q,ATL,STL,79,484
"04/01/2023, 19:59","04/01/2023, 20:38",DL,677,N684DA,ATL,CHS,38,259
"07/03/2023, 14:10","07/03/2023, 14:22",DL,233,N360DN,ATL,LAX,239,1947
"12/29/2023, 07:00","12/29/2023, 06:56",WN,259,N295WN,ATL,BNA,40,214
"02/23/2023, 09:00","02/23/2023, 08:57",9E,1058,N300PQ,ATL,TRI,44,227
"04/24/2023, 13:01","04/24/2023, 12:56",DL,644,N978AT,ATL,DAB,58,366
"10/11/2023, 08:35","10/11/2023, 08:34",WN,53,N8581Z,ATL,FLL,83,581
"06/07/2023, 18:05","06/07/2023, 18:00",9E,1606,N909XJ,ATL,AGS,33,143
"04/08/2023, 10:45","04/08/2023, 10:42",WN,29,N8808Q,ATL,GSP,28,153
"03/10/2023, 13:52","03/10/2023, 14:04",DL,494,N846DN,ATL,CMH,66,447
"06/24/2023, 14:45","06/24/2023, 16:50",NK,1175,N920NK,ATL,DFW,106,731
"08/02/2023, 11:25","08/02/2023, 11:26",WN,1043,N928WN,ATL,RIC,70,481
"04/07/2023, 22:54","04/07/2023, 22:54",DL,1061,N3750D,ATL,IND,61,432
"03/23/2023, 20:45","03/23/2023, 20:55",DL,765,N776DE,ATL,VPS,50,250
"04/12/2023, 21:40","04/12/2023, 21:37",WN,1212,N244WN,ATL,RIC,69,481
"12/24/2023, 22:35","12/24/2023, 22:33",DL,416,N6710E,ATL,RSW,73,515
"10/01/2023, 10:30","10/01/2023, 10:28",WN,1387,N8662F,ATL,RDU,55,356
"11/10/2023, 16:23","11/10/2023, 16:24",AA,474,N159AN,ATL,DFW,108,731
"12/08/2023, 18:35","12/08/2023, 18:34",DL,181,N332DN,ATL,DCA,77,547
"03/18/2023, 10:25","03/18/2023, 10:29",WN,619,N8674B,ATL,RIC,62,481
"10/03/2023, 09:20","10/03/2023, 09:20",NK,39,N945NK,ATL,DFW,109,731
"05/10/2023, 09:15","05/10/2023, 09:12",DL,897,N395DZ,ATL,GRR,89,640
"07/25/2023, 07:45","07/25/2023, 08:09",DL,474,N305DN,ATL,PBI,92,545
"08/19/2023, 08:50","08/19/2023, 09:24",DL,405,N822DN,ATL,ABQ,153,1269
"12/18/2023, 16:20","12/18/2023, 16:25",WN,215,N8808Q,ATL,JAX,42,270
"05/19/2023, 19:20","05/19/2023, 19:29",DL,377,N6711M,ATL,DTW,83,594
"11/20/2023, 15:10","11/20/2023, 15:08",DL,1138,N902DN,ATL,BNA,42,214
"09/06/2023, 12:41","09/06/2023, 12:40",DL,151,N504DZ,ATL,BOS,128,946
"08/17/2023, 15:40","08/17/2023, 16:56",DL,650,N366NW,ATL,BUF,91,712
"06/14/2023, 11:00","06/14/2023, 11:00",9E,1637,N329PQ,ATL,OAJ,64,399
"02/14/2023, 09:00","02/14/2023, 08:57",DL,87,N837DN,ATL,SMF,299,2092
"11/13/2023, 22:31","11/13/2023, 22:37",DL,1095,N959DZ,ATL,SDF,53,321
"05/11/2023, 22:40","05/11/2023, 22:50",DL,292,N379DN,ATL,DEN,159,1199
"07/16/2023, 15:10","07/16/2023, 15:09",9E,1391,N305PQ,ATL,EVV,58,350
"09/27/2023, 14:05","09/27/2023, 14:00",DL,904,N993AT,ATL,AVL,35,164
"11/25/2023, 08:10","11/25/2023, 08:09",DL,460,N194DN,ATL,MCO,60,404
"08/21/2023, 23:30","08/21/2023, 23:26",DL,367,N665DN,ATL,TPA,60,406
"05/10/2023, 12:45","05/10/2023, 12:38",DL,1020,N3763D,ATL,DAB,52,366
"10/19/2023, 10:39","10/19/2023, 10:38",DL,676,N328DN,ATL,IAH,97,689
"11/21/2023, 09:10","11/21/2023, 09:36",9E,1537,N390CA,ATL,TRI,44,227
"10/29/2023, 17:55","10/29/2023, 18:13",WN,1397,N431WN,ATL,BWI,82,577
"04/18/2023, 08:21","04/18/2023, 08:16",F9,320,N718FR,ATL,MCO,63,404
"11/28/2023, 13:55","11/28/2023, 13:53",DL,657,N347DN,ATL,PHL,89,666
"11/24/2023, 10:50","11/24/2023, 10:54",WN,1194,N8812Q,ATL,MIA,85,594
"07/23/2023, 17:44","07/23/2023, 20:30",DL,421,N338DN,ATL,AUS,112,813
"02/04/2023, 19:20","02/04/2023, 20:20",DL,477,N832DN,ATL,PNS,46,271
"01/03/2023, 21:04","01/03/2023, 21:00",9E,1555,N8918B,ATL,VLD,40,208
"12/25/2023, 22:29","12/25/2023, 22:26",DL,935,N963DZ,ATL,MEM,59,332
"08/23/2023, 15:24","08/23/2023, 15:22",YX,1275,N882RW,ATL,HHH,43,238
"09/24/2023, 22:05","09/24/2023, 22:29",WN,1757,N8675A,ATL,JAX,44,270
"10/14/2023, 19:55","10/14/2023, 20:01",DL,600,N6703D,ATL,RDU,58,356
"10/23/2023, 08:20","10/23/2023, 08:21",9E,1597,N153PQ,ATL,AGS,29,143
"02/26/2023, 08:10","02/26/2023, 08:04",DL,903,N373DA,ATL,CVG,61,373
"03/18/2023, 11:20","03/18/2023, 11:18",OO,1181,N692CA,ATL,CRW,52,363
"01/04/2023, 14:30","01/04/2023, 14:27",9E,1545,N182GJ,ATL,CHO,65,457
"12/25/2023, 18:30","12/25/2023, 18:27",DL,904,N948DZ,ATL,ECP,45,240
"05/26/2023, 13:19","05/26/2023, 13:07",OH,1324,N600NN,ATL,PHL,88,666
"10/10/2023, 06:55","10/10/2023, 06:57",WN,1251,N7832A,ATL,BNA,39,214
"08/23/2023, 20:33","08/23/2023, 20:24",YX,1141,N431YX,ATL,DCA,87,547
"01/17/2023, 19:20","01/17/2023, 19:17",WN,947,N8556Z,ATL,SAT,136,874
"10/09/2023, 11:48","10/09/2023, 11:44",DL,960,N990AT,ATL,HPN,111,780
"12/01/2023, 07:15","12/01/2023, 07:15",DL,947,N378DN,ATL,CLE,75,554
"07/21/2023, 14:53","07/21/2023, 16:07",DL,343,N857DZ,ATL,DTW,83,594
"06/07/2023, 16:43","06/07/2023, 17:43",NK,755,N653NK,ATL,MIA,87,594
"12/05/2023, 14:10","12/05/2023, 14:09",DL,563,N927AT,ATL,DAY,68,432
"09/10/2023, 17:55","09/10/2023, 18:58",DL,193,N374DX,ATL,SLC,213,1590
"01/20/2023, 11:10","01/20/2023, 11:09",DL,448,N802DN,ATL,ELP,197,1282
"10/27/2023, 14:15","10/27/2023, 14:28",WN,1306,N243WN,ATL,MCO,59,404
"04/27/2023, 15:15","04/27/2023, 15:09",DL,1006,N910DU,ATL,IND,64,432
"07/21/2023, 10:15","07/21/2023, 11:00",DL,958,N374NW,ATL,ALB,104,853
"05/26/2023, 20:38","05/26/2023, 20:35",DL,508,N325DN,ATL,ABQ,176,1269
"07/31/2023, 07:30","07/31/2023, 07:28",DL,157,N546US,ATL,BWI,82,577
"12/12/2023, 13:35","12/12/2023, 13:32",DL,248,N301DV,ATL,SAN,260,1892
"07/15/2023, 13:50","07/15/2023, 13:49",DL,711,N337DN,ATL,PBI,82,545
"11/12/2023, 07:15","11/12/2023, 07:10",DL,1078,N368DN,ATL,PHL,85,666
"04/27/2023, 09:40","04/27/2023, 09:39",DL,88,N354DN,ATL,BZN,224,1640
"09/11/2023, 19:30","09/11/2023, 19:53",WN,1157,N8826Q,ATL,MSY,66,425
"10/08/2023, 10:25","10/08/2023, 10:21",DL,955,N974AT,ATL,SGF,89,563
"07/15/2023, 11:59","07/15/2023, 12:53",DL,285,N370DN,ATL,BOS,141,946
"09/24/2023, 20:55","09/24/2023, 21:18",DL,531,N354DN,ATL,PHL,91,666
"01/17/2023, 08:35","01/17/2023, 08:33",DL,483,N821DX,ATL,RSW,70,515
"08/20/2023, 06:15","08/20/2023, 06:03",DL,293,N668DN,ATL,FLL,80,581
"02/20/2023, 06:20","02/20/2023, 06:28",B6,37,N794JB,ATL,JFK,106,760
"03/25/2023, 08:55","03/25/2023, 10:55",DL,986,N945DZ,ATL,ECP,44,240
"11/17/2023, 12:15","11/17/2023, 12:11",DL,1108,N801DZ,ATL,CLE,78,554
"08/16/2023, 12:33","08/16/2023, 12:28",DL,435,N890DN,ATL,RDU,53,356
"11/06/2023, 14:00","11/06/2023, 13:57",WN,634,N7885A,ATL,STL,75,484
"07/23/2023, 17:55","07/23/2023, 17:55",DL,226,N723TW,ATL,SNA,237,1919
"03/10/2023, 08:45","03/10/2023, 08:53",F9,652,N367FR,ATL,LAS,247,1747
"01/31/2023, 16:51","01/31/2023, 18:20",NK,653,N672NK,ATL,BWI,73,577
"08/09/2023, 21:25","08/09/2023, 21:22",DL,362,N808DN,ATL,JFK,107,760
"03/16/2023, 20:41","03/16/2023, 20:40",DL,702,N875DN,ATL,DTW,85,594
"08/17/2023, 08:36","08/17/2023, 08:36",DL,636,N6704Z,ATL,JFK,105,760
"06/14/2023, 11:15","06/14/2023, 11:20",DL,907,N951DX,ATL,PNS,54,271
"09/20/2023, 06:10","09/20/2023, 06:09",B6,752,N354JB,ATL,JFK,99,760
"07/27/2023, 09:40","07/27/2023, 09:43",DL,875,N979AT,ATL,MDT,86,620
"03/12/2023, 06:00","03/12/2023, 06:23",WN,577,N7838A,ATL,AUS,128,813
"06/17/2023, 15:04","06/17/2023, 15:00",DL,1003,N371NW,ATL,CLE,80,554
"07/06/2023, 15:09","07/06/2023, 15:11",DL,615,N343NW,ATL,MKE,88,669
"06/13/2023, 19:52","06/13/2023, 19:57",UA,44,N818UA,ATL,SFO,272,2139
"05/22/2023, 22:45","05/22/2023, 22:40",WN,152,N923WN,ATL,BNA,38,214
"02/16/2023, 14:32","02/16/2023, 14:30",DL,363,N923DZ,ATL,MEM,69,332
"12/04/2023, 08:50","12/04/2023, 08:45",WN,152,N8637A,ATL,SDF,51,321
